1,	1,	0,	0,	-3.77157,	1.58017e-19
2,	2,	0,	0,	-3.77157,	7.69814e-20
0,	0,	0,	0,	-1.98514,	7.22645e-19
1,	0,	0,	0,	1.25559,	8.10839e-13
0,	1,	0,	0,	1.25559,	-8.10855e-13
2,	0,	0,	0,	-1.25559,	-8.10748e-13
0,	2,	0,	0,	-1.25559,	8.10751e-13
2,	0,	1,	0,	1.25559,	-2.04056e-10
1,	0,	0,	1,	-1.25559,	2.04056e-10
0,	2,	-1,	0,	1.25559,	2.04058e-10
0,	1,	0,	-1,	-1.25559,	-2.04057e-10
1,	2,	0,	0,	-0.643531,	-1.102e-16
2,	1,	0,	0,	-0.643531,	1.18722e-16
2,	1,	1,	0,	0.643514,	-1.0502e-10
1,	2,	-1,	0,	0.643514,	1.0502e-10
1,	2,	0,	1,	0.643514,	-1.0502e-10
2,	1,	0,	-1,	0.643514,	1.0502e-10
1,	2,	-1,	1,	-0.64349,	-6.97403e-17
2,	1,	1,	-1,	-0.64349,	-9.71912e-16
2,	2,	1,	0,	0.167331,	1.77198e-10
1,	1,	0,	1,	0.167331,	1.77196e-10
2,	2,	-1,	0,	0.167331,	-1.77198e-10
1,	1,	0,	-1,	0.167331,	-1.77197e-10
2,	2,	-1,	-1,	0.0713348,	4.8224e-11
1,	1,	-1,	-1,	0.0713348,	4.82243e-11
1,	1,	1,	1,	0.0713348,	-4.82244e-11
2,	2,	1,	1,	0.0713348,	-4.82242e-11
2,	2,	-1,	1,	0.0713348,	-1.07101e-11
2,	2,	1,	-1,	0.0713348,	1.07089e-11
1,	1,	-1,	1,	0.0713348,	1.07089e-11
1,	1,	1,	-1,	0.0713348,	-1.071e-11
2,	0,	0,	1,	0.0444581,	6.17912e-11
0,	2,	0,	1,	0.0444581,	6.17357e-11
1,	0,	1,	0,	-0.0444581,	-6.17916e-11
0,	1,	1,	0,	-0.0444581,	-6.17361e-11
2,	0,	0,	-1,	0.0444581,	-6.17359e-11
0,	2,	0,	-1,	0.0444581,	-6.17914e-11
0,	1,	-1,	0,	-0.0444581,	6.17918e-11
1,	0,	-1,	0,	-0.0444581,	6.17363e-11
2,	0,	1,	1,	-0.0444472,	-5.45215e-11
0,	2,	-1,	1,	-0.0444472,	-6.90043e-11
1,	0,	1,	1,	0.0444472,	5.45222e-11
0,	1,	1,	-1,	0.0444472,	6.9004e-11
0,	2,	-1,	-1,	-0.0444472,	5.45212e-11
0,	1,	-1,	-1,	0.0444472,	-5.4522e-11
2,	0,	1,	-1,	-0.0444472,	6.90042e-11
1,	0,	-1,	1,	0.0444472,	-6.9004e-11
0,	2,	-2,	0,	0.0264949,	8.32062e-12
0,	1,	0,	-2,	-0.0264949,	-8.32048e-12
2,	0,	2,	0,	0.0264949,	-8.32001e-12
1,	0,	0,	2,	-0.0264949,	8.31985e-12
2,	0,	-1,	0,	-0.0264949,	-2.56703e-12
1,	0,	0,	-1,	0.0264949,	2.56664e-12
0,	2,	1,	0,	-0.0264949,	2.56692e-12
0,	1,	0,	1,	0.0264949,	-2.56667e-12
0,	0,	1,	0,	0.0231042,	1.11576e-10
0,	0,	0,	1,	0.0231042,	1.11577e-10
0,	0,	-1,	0,	0.0231042,	-1.11577e-10
0,	0,	0,	-1,	0.0231042,	-1.11577e-10
2,	2,	0,	-1,	-0.0201564,	-2.28312e-10
1,	1,	-1,	0,	-0.0201564,	-2.28314e-10
2,	2,	0,	1,	-0.0201564,	2.28311e-10
1,	1,	1,	0,	-0.0201564,	2.28313e-10
1,	2,	1,	-1,	-0.0117691,	-5.66847e-16
2,	1,	-1,	1,	-0.0117691,	1.45033e-16
2,	1,	-1,	-2,	0.0117691,	5.78626e-12
1,	2,	1,	2,	0.0117691,	-5.7865e-12
1,	2,	-2,	-1,	0.0117691,	5.78635e-12
2,	1,	2,	1,	0.0117691,	-5.78662e-12
1,	2,	-2,	2,	-0.0117691,	2.55551e-16
2,	1,	2,	-2,	-0.0117691,	-3.62006e-16
1,	1,	0,	-2,	-0.0112954,	-1.43186e-10
2,	2,	-2,	0,	-0.0112954,	-1.43186e-10
1,	1,	0,	2,	-0.0112954,	1.43186e-10
2,	2,	2,	0,	-0.0112954,	1.43186e-10
0,	0,	-2,	0,	-0.00904628,	-8.17332e-11
0,	0,	0,	-2,	-0.00904628,	-8.17335e-11
0,	0,	0,	2,	-0.00904628,	8.17334e-11
0,	0,	2,	0,	-0.00904628,	8.17334e-11
