0,	0,	1,	0,	0.0116234,	-9.13208e-11
0,	0,	0,	-1,	0.0116234,	9.13205e-11
0,	0,	-1,	0,	0.0116234,	9.13205e-11
1,	2,	-1,	1,	-0.00805617,	6.63165e-09
2,	1,	1,	-1,	-0.00805617,	-6.63165e-09
1,	2,	2,	-2,	-0.00805617,	-6.63165e-09
2,	1,	-2,	2,	-0.00805617,	6.63165e-09
2,	1,	1,	2,	0.00805616,	6.47489e-09
1,	2,	2,	1,	0.00805616,	6.47489e-09
1,	2,	-1,	-2,	0.00805616,	-6.47489e-09
2,	1,	-2,	-1,	0.00805616,	-6.47489e-09
0,	1,	-2,	1,	0.00308722,	-7.99464e-10
1,	0,	2,	-1,	0.00308722,	7.99464e-10
0,	2,	1,	-2,	-0.00308722,	-1.16292e-11
2,	0,	-1,	2,	-0.00308722,	1.16293e-11
1,	0,	2,	1,	0.00308722,	8.71413e-10
0,	1,	-2,	-1,	0.00308722,	-8.71413e-10
2,	0,	1,	2,	-0.00308722,	7.60399e-11
0,	2,	-1,	-2,	-0.00308722,	-7.60397e-11
0,	1,	1,	-1,	-0.00308722,	-7.99173e-10
1,	0,	-1,	1,	-0.00308722,	7.99173e-10
0,	2,	-1,	1,	0.00308722,	-1.21339e-11
2,	0,	1,	-1,	0.00308722,	1.21341e-11
0,	1,	1,	1,	-0.00308722,	-8.70971e-10
1,	0,	-1,	-1,	-0.00308722,	8.70971e-10
0,	2,	1,	1,	0.00308722,	-7.6393e-11
2,	0,	-1,	-1,	0.00308722,	7.63929e-11
0,	0,	-1,	-1,	0.00290124,	-2.10408e-12
0,	0,	1,	1,	0.00290124,	2.10396e-12
0,	0,	1,	-1,	0.00290124,	3.94389e-16
0,	0,	-1,	1,	0.00290124,	-3.92742e-16
1,	2,	-1,	0,	-0.00235955,	3.57797e-09
2,	1,	1,	0,	-0.00235955,	-3.57797e-09
2,	1,	0,	-1,	-0.00235955,	-3.24189e-09
1,	2,	0,	1,	-0.00235955,	3.24189e-09
1,	2,	2,	0,	0.00235955,	3.49765e-09
2,	1,	-2,	0,	0.00235955,	-3.49765e-09
2,	1,	0,	2,	0.00235955,	3.30943e-09
1,	2,	0,	-2,	0.00235955,	-3.30943e-09
2,	1,	-1,	2,	-0.00235407,	6.48467e-09
1,	2,	1,	-2,	-0.00235407,	-6.48467e-09
1,	2,	2,	-1,	-0.00235407,	-3.66357e-09
2,	1,	-2,	1,	-0.00235407,	3.66357e-09
1,	2,	1,	1,	0.00235405,	6.61875e-09
2,	1,	-1,	-1,	0.00235405,	-6.61875e-09
2,	1,	1,	1,	0.00235405,	3.5037e-09
1,	2,	-1,	-1,	0.00235405,	-3.5037e-09
1,	1,	1,	-2,	-0.00231219,	1.36814e-10
2,	2,	-2,	1,	-0.00231219,	-1.52982e-10
1,	1,	-1,	2,	-0.00231219,	-1.36815e-10
2,	2,	2,	-1,	-0.00231219,	1.52981e-10
1,	1,	1,	2,	-0.00231219,	-1.93644e-11
2,	2,	2,	1,	-0.00231219,	3.65836e-11
1,	1,	-1,	-2,	-0.00231219,	1.93638e-11
2,	2,	-2,	-1,	-0.00231219,	-3.65842e-11
1,	1,	-2,	2,	0.00155701,	-2.48425e-13
1,	1,	2,	-2,	0.00155701,	2.45748e-13
2,	2,	2,	-2,	0.00155701,	-2.48033e-13
2,	2,	-2,	2,	0.00155701,	2.45367e-13
1,	1,	-2,	-2,	0.00155701,	-5.23909e-13
2,	2,	-2,	-2,	0.00155701,	-5.24021e-13
1,	1,	2,	2,	0.00155701,	5.229e-13
2,	2,	2,	2,	0.00155701,	5.23024e-13
2,	2,	2,	0,	-0.00152497,	-1.75465e-10
1,	1,	0,	2,	-0.00152497,	-5.32268e-11
1,	1,	0,	-2,	-0.00152497,	5.32252e-11
2,	2,	-2,	0,	-0.00152497,	1.75464e-10
0,	0,	2,	0,	-0.00124594,	-6.1423e-11
0,	0,	0,	2,	-0.00124594,	-6.14229e-11
0,	0,	-2,	0,	-0.00124594,	6.14224e-11
0,	0,	0,	-2,	-0.00124594,	6.14222e-11
0,	1,	1,	2,	0.0010855,	1.07973e-10
0,	2,	2,	1,	-0.0010855,	7.67703e-11
1,	0,	-1,	-2,	0.0010855,	-1.07973e-10
2,	0,	-2,	-1,	-0.0010855,	-7.67698e-11
2,	0,	2,	-1,	-0.0010855,	-5.49082e-11
1,	0,	-1,	2,	0.0010855,	-8.77445e-11
0,	2,	-2,	1,	-0.0010855,	5.49086e-11
0,	1,	1,	-2,	0.0010855,	8.77442e-11
1,	0,	2,	2,	-0.0010855,	-1.08213e-10
2,	0,	2,	2,	0.0010855,	-7.6744e-11
0,	1,	-2,	-2,	-0.0010855,	1.08212e-10
0,	2,	-2,	-2,	0.0010855,	7.67444e-11
0,	1,	-2,	2,	-0.0010855,	8.77706e-11
0,	2,	2,	-2,	0.0010855,	5.46684e-11
1,	0,	2,	-2,	-0.0010855,	-8.77712e-11
2,	0,	-2,	2,	0.0010855,	-5.46678e-11
1,	1,	3,	0,	0.0010351,	-6.59347e-11
2,	2,	0,	3,	0.0010351,	-3.79609e-11
1,	1,	-3,	0,	0.0010351,	6.59363e-11
2,	2,	0,	-3,	0.0010351,	3.79625e-11
2,	2,	0,	-4,	-0.00101186,	2.07698e-16
1,	1,	-4,	0,	-0.00101186,	2.07514e-16
