1,	1,	0,	0,	-3.69382,	1.58644e-18
2,	2,	0,	0,	-3.69382,	-1.22384e-18
0,	0,	0,	0,	-2.01749,	-8.82612e-19
2,	0,	0,	0,	1.28382,	-1.9908e-11
0,	2,	0,	0,	1.28382,	1.9908e-11
1,	0,	0,	0,	-1.28382,	1.20035e-09
0,	1,	0,	0,	-1.28382,	-1.20035e-09
1,	0,	1,	0,	1.28381,	2.61581e-09
2,	0,	0,	1,	-1.28381,	-1.41825e-10
0,	1,	-1,	0,	1.28381,	-2.61581e-09
0,	2,	0,	-1,	-1.28381,	1.41824e-10
1,	2,	0,	0,	-0.623876,	1.75202e-09
2,	1,	0,	0,	-0.623876,	-1.75202e-09
1,	2,	1,	0,	0.623872,	3.64721e-09
2,	1,	0,	1,	0.623872,	1.90147e-09
1,	2,	0,	-1,	0.623872,	-1.90147e-09
2,	1,	-1,	0,	0.623872,	-3.64721e-09
2,	1,	-1,	1,	-0.623865,	3.5166e-09
1,	2,	1,	-1,	-0.623865,	-3.5166e-09
1,	1,	1,	0,	0.152712,	-2.12237e-10
2,	2,	0,	1,	0.152712,	-6.73419e-11
2,	2,	0,	-1,	0.152712,	6.73409e-11
1,	1,	-1,	0,	0.152712,	2.12236e-10
2,	2,	-1,	-1,	0.066648,	8.76192e-11
1,	1,	-1,	-1,	0.066648,	-1.56859e-10
2,	2,	1,	1,	0.066648,	-8.76193e-11
1,	1,	1,	1,	0.066648,	1.56859e-10
2,	2,	1,	-1,	0.066648,	7.47918e-12
2,	2,	-1,	1,	0.066648,	-7.47911e-12
1,	1,	-1,	1,	0.066648,	7.47851e-12
1,	1,	1,	-1,	0.066648,	-7.4784e-12
1,	0,	0,	1,	0.0415038,	3.49479e-10
2,	0,	1,	0,	-0.0415038,	5.60671e-11
0,	1,	0,	-1,	0.0415038,	-3.49479e-10
0,	2,	-1,	0,	-0.0415038,	-5.6067e-11
0,	1,	0,	1,	0.0415038,	-4.59367e-10
0,	2,	1,	0,	-0.0415038,	3.67505e-11
1,	0,	0,	-1,	0.0415038,	4.59367e-10
2,	0,	-1,	0,	-0.0415038,	-3.67503e-11
0,	1,	-1,	1,	-0.0415028,	-7.44686e-10
0,	2,	1,	-1,	0.0415028,	-6.6621e-11
1,	0,	1,	-1,	-0.0415028,	7.44686e-10
2,	0,	-1,	1,	0.0415028,	6.66208e-11
1,	0,	1,	1,	-0.0415028,	8.6305e-10
2,	0,	1,	1,	0.0415028,	-1.77274e-11
0,	1,	-1,	-1,	-0.0415028,	-8.6305e-10
0,	2,	-1,	-1,	0.0415028,	1.77277e-11
1,	0,	-1,	0,	-0.021763,	2.46964e-09
0,	1,	1,	0,	-0.021763,	-2.46964e-09
2,	0,	0,	-1,	0.021763,	2.14095e-11
0,	2,	0,	1,	0.021763,	-2.14096e-11
1,	0,	2,	0,	0.021763,	2.47183e-09
2,	0,	0,	2,	-0.021763,	1.9265e-11
0,	2,	0,	-2,	-0.021763,	-1.92647e-11
0,	1,	-2,	0,	0.021763,	-2.47183e-09
2,	2,	-1,	0,	-0.0132903,	1.02041e-10
1,	1,	0,	-1,	-0.0132903,	2.46939e-10
2,	2,	1,	0,	-0.0132903,	-1.02041e-10
1,	1,	0,	1,	-0.0132903,	-2.4694e-10
1,	1,	2,	0,	-0.012475,	-4.62314e-11
2,	2,	0,	2,	-0.012475,	-1.6847e-10
1,	1,	-2,	0,	-0.012475,	4.62302e-11
2,	2,	0,	-2,	-0.012475,	1.68468e-10
0,	0,	0,	1,	0.0116234,	-9.1321e-11
