9,4,-7,-5,-1,1.15100e-03,1.14000e-04,1
14,4,-7,-5,-1,-1.01100e-03,-2.05000e-04,1
8,14,-7,-5,-1,1.05200e-03,8.00000e-06,1
8,3,-7,-5,0,-1.33200e-03,-1.53000e-04,1
13,4,-7,-5,0,-1.15300e-03,1.15000e-04,1
14,4,-7,-5,0,1.02900e-03,-1.78000e-04,1
8,8,-7,-5,0,1.14200e-03,1.70000e-05,1
14,13,-7,-5,0,-1.03200e-03,-8.20000e-05,1
8,14,-7,-5,0,-1.24600e-03,-1.23000e-04,1
8,14,-7,-5,1,1.10700e-03,7.20000e-05,1
8,14,-7,-4,1,1.00500e-03,1.51000e-04,1
4,4,-7,-3,0,-1.12300e-03,-8.00000e-06,1
4,4,-7,-2,-1,1.28500e-03,7.00000e-06,1
3,3,-7,-2,0,1.02700e-03,7.00000e-06,1
4,4,-7,-2,0,-1.31200e-03,-6.00000e-06,1
3,8,-7,-2,0,1.15600e-03,5.70000e-05,1
4,8,-7,-2,0,1.21000e-03,-7.90000e-05,1
3,14,-7,-2,0,1.40700e-03,3.20000e-04,1
4,4,-7,-2,1,1.13600e-03,-3.00000e-05,1
3,4,-6,-6,-1,-1.00800e-03,6.00000e-06,1
13,4,-6,-6,-1,1.06800e-03,1.42000e-04,1
8,8,-6,-6,-1,-1.26500e-03,2.30000e-05,1
14,8,-6,-6,-1,1.04800e-03,7.20000e-05,1
4,9,-6,-6,-1,1.02100e-03,-9.00000e-06,1
4,13,-6,-6,-1,1.07300e-03,1.79000e-04,1
13,13,-6,-6,-1,1.07000e-03,6.60000e-05,1
4,14,-6,-6,-1,-1.23400e-03,-1.98000e-04,1
8,14,-6,-6,-1,1.25100e-03,2.24000e-04,1
4,3,-6,-6,0,1.62700e-03,4.00000e-05,1
8,3,-6,-6,0,-1.48400e-03,-1.08000e-04,1
3,4,-6,-6,0,1.62700e-03,-4.00000e-05,1
9,4,-6,-6,0,-1.62700e-03,3.20000e-05,1
13,4,-6,-6,0,-1.37900e-03,8.60000e-05,1
14,4,-6,-6,0,1.81300e-03,-1.66000e-04,1
3,8,-6,-6,0,-1.48400e-03,1.08000e-04,1
8,8,-6,-6,0,1.89100e-03,0.00000e+00,1
14,8,-6,-6,0,-2.27700e-03,2.48000e-04,1
4,9,-6,-6,0,-1.62700e-03,-3.20000e-05,1
9,9,-6,-6,0,-1.70500e-03,-0.00000e+00,1
14,9,-6,-6,0,1.07700e-03,-8.50000e-05,1
4,13,-6,-6,0,-1.37900e-03,-8.60000e-05,1
13,13,-6,-6,0,-1.53200e-03,-0.00000e+00,1
4,14,-6,-6,0,1.81300e-03,1.66000e-04,1
8,14,-6,-6,0,-2.27700e-03,-2.48000e-04,1
9,14,-6,-6,0,1.07700e-03,8.50000e-05,1
4,3,-6,-6,1,-1.00800e-03,-6.00000e-06,1
9,4,-6,-6,1,1.02100e-03,9.00000e-06,1
13,4,-6,-6,1,1.07300e-03,-1.79000e-04,1
14,4,-6,-6,1,-1.23400e-03,1.98000e-04,1
8,8,-6,-6,1,-1.26500e-03,-2.30000e-05,1
14,8,-6,-6,1,1.25100e-03,-2.24000e-04,1
4,13,-6,-6,1,1.06800e-03,-1.42000e-04,1
13,13,-6,-6,1,1.07000e-03,-6.60000e-05,1
8,14,-6,-6,1,1.04800e-03,-7.20000e-05,1
3,4,-6,-5,-1,-1.01000e-03,1.15000e-04,1
9,4,-6,-5,-1,1.34500e-03,1.72000e-04,1
13,4,-6,-5,-1,1.04000e-03,-2.08000e-04,1
14,4,-6,-5,-1,-1.34600e-03,4.80000e-05,1
8,8,-6,-5,-1,-1.68800e-03,-1.00000e-06,1
14,8,-6,-5,-1,1.05300e-03,8.20000e-05,1
9,9,-6,-5,-1,1.01700e-03,2.10000e-05,1
13,13,-6,-5,-1,1.17900e-03,8.20000e-05,1
8,14,-6,-5,-1,1.60500e-03,7.12000e-04,1
4,3,-6,-5,0,1.23400e-03,1.53000e-04,1
8,3,-6,-5,0,-1.62800e-03,-2.24000e-04,1
3,4,-6,-5,0,1.15900e-03,-1.07000e-04,1
9,4,-6,-5,0,-1.39000e-03,-1.59000e-04,1
13,4,-6,-5,0,-1.56300e-03,8.70000e-05,1
14,4,-6,-5,0,1.44800e-03,-1.56000e-04,1
8,8,-6,-5,0,2.05300e-03,1.20000e-05,1
14,8,-6,-5,0,-1.43900e-03,1.09000e-04,1
10,10,-6,-5,0,-1.02500e-03,1.20000e-05,1
4,13,-6,-5,0,-1.50400e-03,-1.20000e-05,1
8,13,-6,-5,0,1.13300e-03,1.28000e-04,1
13,13,-6,-5,0,-1.33600e-03,-1.40000e-05,1
14,13,-6,-5,0,-1.00100e-03,-1.03000e-04,1
4,14,-6,-5,0,1.17200e-03,1.28000e-04,1
8,14,-6,-5,0,-1.75900e-03,-1.74000e-04,1
8,8,-6,-5,1,-1.46100e-03,-2.20000e-05,1
13,13,-6,-5,1,1.01600e-03,-8.20000e-05,1
4,14,-6,-5,1,-1.02400e-03,2.75000e-04,1
8,14,-6,-5,1,1.19100e-03,-4.00000e-04,1
7,13,-6,-4,-2,-1.01600e-03,5.30000e-05,1
8,8,-6,-4,-1,-1.33500e-03,1.20000e-05,1
7,13,-6,-4,-1,1.00700e-03,-1.14000e-04,1
4,3,-6,-4,0,1.30600e-03,4.00000e-06,1
8,3,-6,-4,0,-1.70000e-03,-1.41000e-04,1
9,3,-6,-4,0,1.10700e-03,-2.41000e-04,1
3,4,-6,-4,0,1.40500e-03,-3.00000e-05,1
13,4,-6,-4,0,-1.65500e-03,1.00000e-06,1
8,8,-6,-4,0,1.46200e-03,-8.00000e-06,1
8,14,-6,-4,0,-1.25000e-03,1.92000e-04,1
8,8,-6,-4,1,-1.24300e-03,-1.10000e-05,1
7,13,-6,-4,1,-1.17400e-03,-2.05000e-04,1
13,13,-6,-4,1,1.28900e-03,-6.30000e-05,1
4,14,-6,-4,1,-1.13600e-03,5.60000e-05,1
8,14,-6,-4,1,1.15700e-03,-2.60000e-05,1
7,13,-6,-4,2,1.01100e-03,1.70000e-05,1
9,4,-6,-3,0,-1.25200e-03,-2.17000e-04,1
14,4,-6,-3,0,1.10400e-03,5.00000e-05,1
9,13,-6,-3,0,-1.09600e-03,-6.00000e-06,1
13,13,-6,-3,0,-1.51100e-03,1.70000e-05,1
3,14,-6,-3,0,1.04200e-03,6.15000e-04,1
