0.000000, 6.968298, 6.677588, 6.968296, 8.438163, 0.000000, 0.000000, 0.000000, 8.870709, 7.599127, 7.472794, 7.599125, 8.648892, 0.000000, 0.000000, 0.000000
6.968298, 0.000000, 7.998022, 6.968298, 7.117733, 0.000000, 0.000000, 0.000000, 7.599127, 8.870712, 8.354869, 7.599127, 7.766819, 0.000000, 0.000000, 0.000000
6.677588, 7.998022, 0.000000, 7.998020, 6.812560, 0.000000, 0.000000, 0.000000, 7.472794, 8.354869, 9.285954, 8.354868, 7.637025, 0.000000, 0.000000, 0.000000
6.968296, 6.968298, 7.998020, 0.000000, 7.117731, 0.000000, 0.000000, 0.000000, 7.599125, 7.599127, 8.354868, 8.870709, 7.766817, 0.000000, 0.000000, 0.000000
8.438163, 7.117733, 6.812560, 7.117731, 0.000000, 0.000000, 0.000000, 0.000000, 8.648892, 7.766819, 7.637025, 7.766817, 9.285952, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8.870709, 7.599127, 7.472794, 7.599125, 8.648892, 0.000000, 0.000000, 0.000000, 0.000000, 6.968298, 6.677588, 6.968296, 8.438163, 0.000000, 0.000000, 0.000000
7.599127, 8.870712, 8.354869, 7.599127, 7.766819, 0.000000, 0.000000, 0.000000, 6.968298, 0.000000, 7.998022, 6.968298, 7.117733, 0.000000, 0.000000, 0.000000
7.472794, 8.354869, 9.285954, 8.354868, 7.637025, 0.000000, 0.000000, 0.000000, 6.677588, 7.998022, 0.000000, 7.998020, 6.812560, 0.000000, 0.000000, 0.000000
7.599125, 7.599127, 8.354868, 8.870709, 7.766817, 0.000000, 0.000000, 0.000000, 6.968296, 6.968298, 7.998020, 0.000000, 7.117731, 0.000000, 0.000000, 0.000000
8.648892, 7.766819, 7.637025, 7.766817, 9.285952, 0.000000, 0.000000, 0.000000, 8.438163, 7.117733, 6.812560, 7.117731, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
