6,6,0,0,0,-4.7238482E+00,0.0000000E+00,1
5,5,0,0,0,-4.7238482E+00,0.0000000E+00,1
7,7,0,0,0,-4.7238482E+00,0.0000000E+00,1
3,3,0,0,0,-1.3547954E+00,0.0000000E+00,1
1,1,0,0,0,-1.3547954E+00,0.0000000E+00,1
0,0,0,0,0,-1.3547954E+00,0.0000000E+00,1
6,2,-1,-1,0,-1.1859471E+00,1.5562344E-09,1
6,2,0,0,-1,1.1859471E+00,1.5563328E-09,1
2,6,0,0,1,1.1859471E+00,-1.5563328E-09,1
2,6,1,1,0,-1.1859471E+00,-1.5562344E-09,1
4,4,0,0,0,-1.0559123E+00,0.0000000E+00,1
2,2,0,0,0,-1.0559123E+00,0.0000000E+00,1
4,7,1,0,0,-1.0270604E+00,-2.1644921E-10,1
7,4,-1,0,0,-1.0270604E+00,2.1644921E-10,1
4,5,1,0,1,-1.0270604E+00,-1.1121550E-09,1
4,5,0,1,0,1.0270604E+00,-1.1119267E-09,1
4,7,0,1,1,1.0270604E+00,-2.1637637E-10,1
5,4,0,-1,0,1.0270604E+00,1.1119267E-09,1
7,4,0,-1,-1,1.0270604E+00,2.1637637E-10,1
5,4,-1,0,-1,-1.0270604E+00,1.1121550E-09,1
3,7,0,0,1,-6.1065555E-01,-1.6507515E-09,1
7,0,-1,0,-1,6.1065555E-01,1.4095381E-09,1
6,3,-1,0,0,6.1065555E-01,3.5399405E-10,1
1,6,1,0,1,-6.1065555E-01,1.7602692E-09,1
0,7,1,0,1,6.1065555E-01,-1.4095381E-09,1
1,5,0,0,1,-6.1065555E-01,-1.3885419E-09,1
1,5,1,1,0,6.1065555E-01,-1.3888687E-09,1
3,7,1,1,0,6.1065555E-01,-1.6511608E-09,1
1,6,0,1,0,6.1065555E-01,1.7599687E-09,1
0,7,0,1,0,-6.1065555E-01,-1.4097242E-09,1
5,0,-1,0,0,-6.1065555E-01,-7.0440713E-10,1
7,3,0,0,-1,-6.1065555E-01,1.6507515E-09,1
6,1,0,-1,0,6.1065555E-01,-1.7599687E-09,1
6,1,-1,0,-1,-6.1065555E-01,-1.7602692E-09,1
5,1,-1,-1,0,6.1065555E-01,1.3888687E-09,1
7,3,-1,-1,0,6.1065555E-01,1.6511608E-09,1
7,0,0,-1,0,-6.1065555E-01,1.4097242E-09,1
5,1,0,0,-1,-6.1065555E-01,1.3885419E-09,1
5,0,0,-1,-1,6.1065555E-01,-7.0468811E-10,1
0,5,1,0,0,-6.1065555E-01,7.0440713E-10,1
6,3,0,-1,-1,-6.1065555E-01,3.5456526E-10,1
3,6,0,1,1,-6.1065555E-01,-3.5456526E-10,1
0,5,0,1,1,6.1065555E-01,7.0468811E-10,1
3,6,1,0,0,6.1065555E-01,-3.5399405E-10,1
2,7,0,1,1,-5.9297357E-01,4.0082919E-10,1
7,2,0,-1,-1,-5.9297357E-01,-4.0082919E-10,1
7,2,-1,0,0,5.9297357E-01,-4.0138147E-10,1
2,5,1,0,1,-5.9297357E-01,-3.7275902E-10,1
5,2,-1,0,-1,-5.9297357E-01,3.7275902E-10,1
5,2,0,-1,0,5.9297357E-01,3.7305221E-10,1
2,7,1,0,0,5.9297357E-01,4.0138147E-10,1
2,5,0,1,0,5.9297357E-01,-3.7305221E-10,1
6,5,-1,0,0,-3.7344183E-01,-1.9653800E-11,1
7,6,1,0,-1,3.7344183E-01,6.9585106E-11,1
6,7,1,0,-1,3.7344183E-01,6.9585054E-11,1
5,7,1,-1,0,-3.7344183E-01,-8.8080070E-11,1
5,6,-1,0,0,-3.7344183E-01,-1.9653779E-11,1
5,6,0,-1,1,3.7344183E-01,6.2084300E-11,1
6,5,1,0,0,-3.7344183E-01,1.9653779E-11,1
6,5,0,-1,1,3.7344183E-01,6.2084326E-11,1
5,7,0,0,1,3.7344183E-01,1.3046098E-10,1
6,7,0,-1,0,-3.7344183E-01,-2.5281141E-11,1
7,6,0,1,0,-3.7344183E-01,2.5281141E-11,1
5,7,-1,1,0,-3.7344183E-01,8.8080132E-11,1
7,5,0,0,1,3.7344183E-01,1.3046093E-10,1
6,5,0,1,-1,3.7344183E-01,-6.2084300E-11,1
6,7,0,1,0,-3.7344183E-01,2.5281018E-11,1
5,6,0,1,-1,3.7344183E-01,-6.2084326E-11,1
7,5,1,-1,0,-3.7344183E-01,-8.8080132E-11,1
7,5,-1,1,0,-3.7344183E-01,8.8080070E-11,1
5,6,1,0,0,-3.7344183E-01,1.9653800E-11,1
5,7,0,0,-1,3.7344183E-01,-1.3046093E-10,1
6,7,-1,0,1,3.7344183E-01,-6.9585106E-11,1
7,6,-1,0,1,3.7344183E-01,-6.9585054E-11,1
7,5,0,0,-1,3.7344183E-01,-1.3046098E-10,1
7,6,0,-1,0,-3.7344183E-01,-2.5281018E-11,1
5,5,0,1,-1,2.4523004E-01,-3.9773848E-09,1
5,5,0,0,-1,2.4523004E-01,-3.9551285E-09,1
5,5,0,-1,1,2.4523004E-01,3.9773848E-09,1
5,5,0,0,1,2.4523004E-01,3.9551285E-09,1
6,6,0,1,0,2.4523004E-01,2.3181315E-09,1
6,6,0,-1,0,2.4523004E-01,-2.3181315E-09,1
6,6,0,1,-1,2.4523004E-01,3.1519884E-09,1
6,6,0,-1,1,2.4523004E-01,-3.1519884E-09,1
7,7,-1,1,0,2.4523004E-01,6.3636324E-10,1
5,5,1,0,0,2.4523004E-01,-2.1211166E-10,1
7,7,1,0,-1,2.4523004E-01,-1.0541184E-09,1
6,6,1,0,0,2.4523004E-01,-6.2396107E-10,1
6,6,1,0,-1,2.4523004E-01,-5.2538859E-10,1
5,5,-1,1,0,2.4523004E-01,1.4481504E-10,1
6,6,-1,0,0,2.4523004E-01,6.2396107E-10,1
5,5,-1,0,0,2.4523004E-01,2.1211166E-10,1
7,7,-1,0,1,2.4523004E-01,1.0541184E-09,1
6,6,-1,0,1,2.4523004E-01,5.2538859E-10,1
5,5,1,-1,0,2.4523004E-01,-1.4481504E-10,1
7,7,1,-1,0,2.4523004E-01,-6.3636324E-10,1
7,7,0,0,-1,2.4523003E-01,1.9006412E-09,1
7,7,0,1,0,2.4523003E-01,-2.3183968E-09,1
7,7,0,0,1,2.4523003E-01,-1.9006412E-09,1
7,7,0,-1,0,2.4523003E-01,2.3183968E-09,1
0,0,0,0,1,-2.0651011E-01,-1.6411572E-10,1
1,1,0,1,-1,-2.0651011E-01,2.5268525E-10,1
